id,item_id,price,week,year,date_created,date_updated
2694,11017000010,120167.92,11,2024,2024-03-17T14:19:45+00:00,2024-03-17T14:19:45+00:00
4788,11017000010,117236.77,13,2024,2024-03-25T15:23:23+00:00,2024-03-27T11:12:55+00:00
9258,11017000010,117236.77,14,2024,2024-04-03T10:44:36+00:00,2024-04-03T10:44:36+00:00
13380,11017000010,111770.19,15,2024,2024-04-10T12:44:17+00:00,2024-04-10T12:44:17+00:00
17589,11017000010,111770.19,16,2024,2024-04-17T11:27:38+00:00,2024-04-17T11:27:38+00:00
21797,11017000010,94567.25,17,2024,2024-04-24T19:28:08+00:00,2024-04-24T19:28:08+00:00
25972,11017000010,94567.25,18,2024,2024-05-01T10:42:01+00:00,2024-05-01T10:42:01+00:00
30144,11017000010,59925.86,19,2024,2024-05-08T18:03:22+00:00,2024-05-08T18:03:22+00:00
34284,11017000010,59925.86,20,2024,2024-05-15T18:20:03+00:00,2024-05-15T18:20:03+00:00
38427,11017000010,46703.64,21,2024,2024-05-22T14:11:55+00:00,2024-05-22T14:11:55+00:00
42583,11017000010,46703.64,22,2024,2024-05-30T22:16:06+00:00,2024-05-30T22:16:06+00:00
46726,11017000010,93989.01,23,2024,2024-06-06T20:46:17+00:00,2024-06-06T20:46:17+00:00
50894,11017000010,93989.01,24,2024,2024-06-14T10:59:00+00:00,2024-06-14T10:59:00+00:00
55076,11017000010,151383.62,25,2024,2024-06-19T19:42:37+00:00,2024-06-19T19:42:37+00:00
59233,11017000010,151383.62,26,2024,2024-06-26T13:24:43+00:00,2024-06-26T13:24:43+00:00
63391,11017000010,201387.87,27,2024,2024-07-05T19:30:07+00:00,2024-07-05T19:30:07+00:00
67569,11017000010,201387.87,28,2024,2024-07-11T08:55:47+00:00,2024-07-11T08:55:47+00:00
71746,11017000010,162920.84,29,2024,2024-07-21T13:28:00+00:00,2024-07-21T13:28:00+00:00
76012,11017000010,162920.84,30,2024,2024-07-26T16:28:17+00:00,2024-07-26T16:28:17+00:00
80275,11017000010,100571.58,32,2024,2024-08-07T20:18:31+00:00,2024-08-09T14:31:17+00:00
84564,11017000010,118876.85,35,2024,2024-08-30T14:15:25+00:00,2024-08-30T14:15:25+00:00
88850,11017000010,87950.65,37,2024,2024-09-11T14:22:06+00:00,2024-09-11T14:22:06+00:00
93169,11017000010,87950.65,38,2024,2024-09-18T15:00:15+00:00,2024-09-18T15:00:15+00:00
97496,11017000010,135148.36,39,2024,2024-09-25T12:11:29+00:00,2024-09-25T12:11:29+00:00
101782,11017000010,115125.46,41,2024,2024-10-11T17:05:40+00:00,2024-10-11T17:05:40+00:00
106023,11017000010,139638.51,44,2024,2024-11-03T16:44:26+00:00,2024-11-03T16:44:26+00:00
110311,11017000010,138999.15,47,2024,2024-11-20T11:38:11+00:00,2024-11-20T11:38:11+00:00
114518,11017000010,101317.36,50,2024,2024-12-11T16:49:17+00:00,2024-12-11T16:49:17+00:00
118743,11017000010,86004.73,51,2024,2024-12-18T12:32:59+00:00,2024-12-18T12:32:59+00:00
122953,11017000010,87838.12,1,2025,2025-01-01T20:10:43+00:00,2025-01-01T20:10:43+00:00
127135,11017000010,80759.65,3,2025,2025-01-15T21:05:43+00:00,2025-01-15T21:05:43+00:00
131410,11017000010,80759.65,6,2025,2025-02-04T20:21:09+00:00,2025-02-04T20:21:09+00:00
135688,11017000010,218360.51,10,2025,2025-03-03T17:23:05+00:00,2025-03-03T17:23:05+00:00
140203,11017000010,95076.76,11,2025,2025-03-12T11:02:09+00:00,2025-03-12T11:02:09+00:00
144726,11017000010,206885.47,13,2025,2025-03-26T16:27:21+00:00,2025-03-26T16:27:21+00:00
149208,11017000010,161043.84,15,2025,2025-04-09T13:34:20+00:00,2025-04-09T13:34:20+00:00
153757,11017000010,104842.11,17,2025,2025-04-23T12:05:18+00:00,2025-04-23T12:05:18+00:00
158223,11017000010,105938.08,19,2025,2025-05-07T13:04:23+00:00,2025-05-07T13:04:23+00:00
162701,11017000010,60098.36,21,2025,2025-05-21T19:48:01+00:00,2025-05-21T19:48:01+00:00
167217,11017000010,147841.64,23,2025,2025-06-04T11:19:19+00:00,2025-06-04T11:19:19+00:00
171611,11017000010,150555.96,25,2025,2025-06-18T11:54:31+00:00,2025-06-18T11:54:31+00:00
176187,11017000010,5681.04,26,2025,2025-06-25T17:26:12+00:00,2025-06-25T17:26:12+00:00
180641,11017000010,28236.47,28,2025,2025-07-09T13:03:52+00:00,2025-07-09T13:03:52+00:00
185081,11017000010,50307.80,30,2025,2025-07-23T20:38:50+00:00,2025-07-23T20:38:50+00:00
189485,11017000010,50307.80,32,2025,2025-08-06T13:25:49+00:00,2025-08-06T13:25:49+00:00
189486,11017000010,111582.54,36,2025,2025-09-02T09:17:00+00:00,2025-09-02T09:17:00+00:00
189487,11017000010,122133.09,37,2025,2025-09-10T21:55:01+00:00,2025-09-10T21:55:01+00:00
189488,11017000010,139812.21,39,2025,2025-09-24T16:16:25+00:00,2025-09-24T16:16:25+00:00
