id,item_id,price,week,year,date_created,date_updated
1330,41302002002,222569.35,11,2024,2024-03-17T14:18:53+00:00,2024-03-17T14:18:53+00:00
6940,41302002002,225902.23,13,2024,2024-03-25T15:24:33+00:00,2024-03-27T11:13:58+00:00
11324,41302002002,225902.23,14,2024,2024-04-03T10:45:42+00:00,2024-04-03T10:45:42+00:00
15500,41302002002,160727.37,15,2024,2024-04-10T12:45:29+00:00,2024-04-10T12:45:29+00:00
19709,41302002002,160727.37,16,2024,2024-04-17T11:28:50+00:00,2024-04-17T11:28:50+00:00
23882,41302002002,165197.07,17,2024,2024-04-24T19:29:17+00:00,2024-04-24T19:29:17+00:00
28057,41302002002,165197.07,18,2024,2024-05-01T10:43:08+00:00,2024-05-01T10:43:08+00:00
32204,41302002002,196128.08,19,2024,2024-05-08T18:04:31+00:00,2024-05-08T18:04:31+00:00
36344,41302002002,196128.08,20,2024,2024-05-15T18:21:11+00:00,2024-05-15T18:21:11+00:00
40508,41302002002,261311.14,21,2024,2024-05-22T14:13:05+00:00,2024-05-22T14:13:05+00:00
44664,41302002002,261311.14,22,2024,2024-05-30T22:17:19+00:00,2024-05-30T22:17:19+00:00
48853,41302002002,320130.49,23,2024,2024-06-06T20:47:34+00:00,2024-06-06T20:47:34+00:00
53021,41302002002,320130.49,24,2024,2024-06-14T11:00:18+00:00,2024-06-14T11:00:18+00:00
57162,41302002002,171866.42,25,2024,2024-06-19T19:43:49+00:00,2024-06-19T19:43:49+00:00
61319,41302002002,171866.42,26,2024,2024-06-26T13:26:00+00:00,2024-06-26T13:26:00+00:00
65484,41302002002,164748.81,27,2024,2024-07-05T19:31:24+00:00,2024-07-05T19:31:24+00:00
69662,41302002002,164748.81,28,2024,2024-07-11T08:57:05+00:00,2024-07-11T08:57:05+00:00
73901,41302002002,192215.03,29,2024,2024-07-21T13:29:22+00:00,2024-07-21T13:29:22+00:00
78167,41302002002,192215.03,30,2024,2024-07-26T16:29:40+00:00,2024-07-26T16:29:40+00:00
82377,41302002002,285465.74,32,2024,2024-08-07T20:19:53+00:00,2024-08-09T14:32:36+00:00
86685,41302002002,113211.61,35,2024,2024-08-30T14:16:47+00:00,2024-08-30T14:16:47+00:00
91023,41302002002,63848.30,37,2024,2024-09-11T14:23:37+00:00,2024-09-11T14:23:37+00:00
95342,41302002002,63848.30,38,2024,2024-09-18T15:01:43+00:00,2024-09-18T15:01:43+00:00
99656,41302002002,46293.42,39,2024,2024-09-25T12:13:04+00:00,2024-09-25T12:13:04+00:00
103908,41302002002,34707.87,41,2024,2024-10-11T17:08:39+00:00,2024-10-11T17:08:39+00:00
108165,41302002002,36335.88,44,2024,2024-11-03T16:46:28+00:00,2024-11-03T16:46:28+00:00
112404,41302002002,41529.96,47,2024,2024-11-20T11:40:44+00:00,2024-11-20T11:40:44+00:00
116602,41302002002,28125.69,50,2024,2024-12-11T16:51:25+00:00,2024-12-11T16:51:25+00:00
120876,41302002002,13352.16,51,2024,2024-12-18T12:35:25+00:00,2024-12-18T12:35:25+00:00
125077,41302002002,16345.74,1,2025,2025-01-01T20:13:00+00:00,2025-01-01T20:13:00+00:00
129272,41302002002,14056.55,3,2025,2025-01-15T21:07:59+00:00,2025-01-15T21:07:59+00:00
133547,41302002002,14056.55,6,2025,2025-02-04T20:24:35+00:00,2025-02-04T20:24:35+00:00
137964,41302002002,14621.12,10,2025,2025-03-03T17:25:27+00:00,2025-03-03T17:25:27+00:00
142498,41302002002,14431.88,11,2025,2025-03-12T11:04:37+00:00,2025-03-12T11:04:37+00:00
147006,41302002002,7571.72,13,2025,2025-03-26T16:29:48+00:00,2025-03-26T16:29:48+00:00
151528,41302002002,11311.64,15,2025,2025-04-09T13:38:02+00:00,2025-04-09T13:38:02+00:00
156052,41302002002,12597.01,17,2025,2025-04-23T12:07:42+00:00,2025-04-23T12:07:42+00:00
160508,41302002002,5852.72,19,2025,2025-05-07T13:06:49+00:00,2025-05-07T13:06:49+00:00
164988,41302002002,4027.19,21,2025,2025-05-21T19:50:30+00:00,2025-05-21T19:50:30+00:00
