id,item_id,price,week,year,date_created,date_updated
8637,80550103690,125000000.00,13,2024,2024-03-27T11:15:06+00:00,2024-03-27T11:15:06+00:00
12594,80550103690,125000000.00,14,2024,2024-04-03T10:46:58+00:00,2024-04-03T10:46:58+00:00
