id,item_id,price,week,year,date_created,date_updated
1049,81000540026,18513888.72,11,2024,2024-03-17T14:18:46+00:00,2024-03-17T14:18:46+00:00
8331,81000540026,20909091.09,13,2024,2024-03-25T15:25:56+00:00,2024-03-27T11:15:14+00:00
12711,81000540026,20909091.09,14,2024,2024-04-03T10:47:07+00:00,2024-04-03T10:47:07+00:00
16922,81000540026,20961370.87,15,2024,2024-04-10T12:47:01+00:00,2024-04-10T12:47:01+00:00
21131,81000540026,20961370.87,16,2024,2024-04-17T11:30:24+00:00,2024-04-17T11:30:24+00:00
25305,81000540026,14508743.51,17,2024,2024-04-24T19:30:46+00:00,2024-04-24T19:30:46+00:00
29480,81000540026,14508743.51,18,2024,2024-05-01T10:44:35+00:00,2024-05-01T10:44:35+00:00
33620,81000540026,22103448.28,19,2024,2024-05-08T18:05:53+00:00,2024-05-08T18:05:53+00:00
37760,81000540026,22103448.28,20,2024,2024-05-15T18:22:35+00:00,2024-05-15T18:22:35+00:00
41919,81000540026,22071111.11,21,2024,2024-05-22T14:14:31+00:00,2024-05-22T14:14:31+00:00
46075,81000540026,22071111.11,22,2024,2024-05-30T22:18:48+00:00,2024-05-30T22:18:48+00:00
50239,81000540026,19623684.21,23,2024,2024-06-06T20:49:02+00:00,2024-06-06T20:49:02+00:00
54407,81000540026,19623684.21,24,2024,2024-06-14T11:01:58+00:00,2024-06-14T11:01:58+00:00
58565,81000540026,17809523.81,25,2024,2024-06-19T19:45:15+00:00,2024-06-19T19:45:15+00:00
62722,81000540026,17809523.81,26,2024,2024-06-26T13:27:34+00:00,2024-06-26T13:27:34+00:00
66899,81000540026,16074772.73,27,2024,2024-07-05T19:32:56+00:00,2024-07-05T19:32:56+00:00
71077,81000540026,16074772.73,28,2024,2024-07-11T08:58:37+00:00,2024-07-11T08:58:37+00:00
75338,81000540026,17725806.45,29,2024,2024-07-21T13:30:58+00:00,2024-07-21T13:30:58+00:00
79604,81000540026,17725806.45,30,2024,2024-07-26T16:31:19+00:00,2024-07-26T16:31:19+00:00
83892,81000540026,16189361.70,32,2024,2024-08-07T20:21:36+00:00,2024-08-09T14:34:17+00:00
88165,81000540026,22510127.21,35,2024,2024-08-30T14:18:31+00:00,2024-08-30T14:18:31+00:00
92489,81000540026,19999999.63,37,2024,2024-09-11T14:25:19+00:00,2024-09-11T14:25:19+00:00
96808,81000540026,19999999.63,38,2024,2024-09-18T15:03:23+00:00,2024-09-18T15:03:23+00:00
101106,81000540026,12089361.70,39,2024,2024-09-25T12:14:48+00:00,2024-09-25T12:14:48+00:00
105344,81000540026,18170731.71,41,2024,2024-10-11T17:11:36+00:00,2024-10-11T17:11:36+00:00
109632,81000540026,18615508.98,44,2024,2024-11-03T16:48:40+00:00,2024-11-03T16:48:40+00:00
113841,81000540026,9815789.47,47,2024,2024-11-20T11:42:58+00:00,2024-11-20T11:42:58+00:00
118056,81000540026,9558144.42,50,2024,2024-12-11T16:53:55+00:00,2024-12-11T16:53:55+00:00
122276,81000540026,9285721.43,51,2024,2024-12-18T12:37:36+00:00,2024-12-18T12:37:36+00:00
126448,81000540026,11666666.67,1,2025,2025-01-01T20:15:07+00:00,2025-01-01T20:15:07+00:00
130724,81000540026,8767444.42,3,2025,2025-01-15T21:10:59+00:00,2025-01-15T21:10:59+00:00
134999,81000540026,8767444.42,6,2025,2025-02-04T20:29:26+00:00,2025-02-04T20:29:26+00:00
139499,81000540026,14031745.97,10,2025,2025-03-03T17:27:53+00:00,2025-03-03T17:27:53+00:00
144010,81000540026,12217864.88,11,2025,2025-03-12T11:07:08+00:00,2025-03-12T11:07:08+00:00
148489,81000540026,13369567.11,13,2025,2025-03-26T16:32:09+00:00,2025-03-26T16:32:09+00:00
153044,81000540026,7657897.32,15,2025,2025-04-09T13:40:57+00:00,2025-04-09T13:40:57+00:00
157511,81000540026,7976562.10,17,2025,2025-04-23T12:09:54+00:00,2025-04-23T12:09:54+00:00
161986,81000540026,9350000.33,19,2025,2025-05-07T13:09:04+00:00,2025-05-07T13:09:04+00:00
166511,81000540026,17200000.00,21,2025,2025-05-21T19:52:53+00:00,2025-05-21T19:52:53+00:00
166512,81000540026,15999994.67,23,2025,2025-06-04T11:24:14+00:00,2025-06-04T11:24:14+00:00
166513,81000540026,16203012.58,25,2025,2025-06-18T11:59:32+00:00,2025-06-18T11:59:32+00:00
166514,81000540026,8833090.62,26,2025,2025-06-25T17:30:57+00:00,2025-06-25T17:30:57+00:00
