id,item_id,price,week,year,date_created,date_updated
813,10100000313,13920731.71,11,2024,2024-03-17T14:18:41+00:00,2024-03-17T14:18:41+00:00
4250,10100000313,13222222.22,13,2024,2024-03-25T14:21:06+00:00,2024-03-27T11:12:49+00:00
8727,10100000313,13222222.22,14,2024,2024-04-03T10:44:29+00:00,2024-04-03T10:44:29+00:00
12846,10100000313,13526315.79,15,2024,2024-04-10T12:44:10+00:00,2024-04-10T12:44:10+00:00
17055,10100000313,13526315.79,16,2024,2024-04-17T11:27:31+00:00,2024-04-17T11:27:31+00:00
21264,10100000313,19248598.32,17,2024,2024-04-24T19:28:01+00:00,2024-04-24T19:28:01+00:00
25439,10100000313,19248598.32,18,2024,2024-05-01T10:41:53+00:00,2024-05-01T10:41:53+00:00
29614,10100000313,19703539.61,19,2024,2024-05-08T18:03:15+00:00,2024-05-08T18:03:15+00:00
33754,10100000313,19703539.61,20,2024,2024-05-15T18:19:55+00:00,2024-05-15T18:19:55+00:00
37894,10100000313,19974999.75,21,2024,2024-05-22T14:11:47+00:00,2024-05-22T14:11:47+00:00
42050,10100000313,19974999.75,22,2024,2024-05-30T22:15:59+00:00,2024-05-30T22:15:59+00:00
46207,10100000313,17726086.65,23,2024,2024-06-06T20:46:08+00:00,2024-06-06T20:46:08+00:00
50375,10100000313,17726086.65,24,2024,2024-06-14T10:58:52+00:00,2024-06-14T10:58:52+00:00
54542,10100000313,15859090.91,25,2024,2024-06-19T19:42:29+00:00,2024-06-19T19:42:29+00:00
58699,10100000313,15859090.91,26,2024,2024-06-26T13:24:33+00:00,2024-06-26T13:24:33+00:00
62857,10100000313,16299999.67,27,2024,2024-07-05T19:29:57+00:00,2024-07-05T19:29:57+00:00
67035,10100000313,16299999.67,28,2024,2024-07-11T08:55:38+00:00,2024-07-11T08:55:38+00:00
71213,10100000313,21340909.09,29,2024,2024-07-21T13:27:51+00:00,2024-07-21T13:27:51+00:00
75479,10100000313,21340909.09,30,2024,2024-07-26T16:28:08+00:00,2024-07-26T16:28:08+00:00
79745,10100000313,19112903.23,32,2024,2024-08-07T20:18:22+00:00,2024-08-09T14:31:08+00:00
84024,10100000313,13159882.67,35,2024,2024-08-30T12:13:43+00:00,2024-08-30T14:15:15+00:00
88303,10100000313,14469810.81,37,2024,2024-09-11T14:21:55+00:00,2024-09-11T14:21:55+00:00
92622,10100000313,14469810.81,38,2024,2024-09-18T15:00:04+00:00,2024-09-18T15:00:04+00:00
96941,10100000313,13638500.00,39,2024,2024-09-25T12:11:17+00:00,2024-09-25T12:11:17+00:00
101240,10100000313,14235869.57,41,2024,2024-10-11T17:05:05+00:00,2024-10-11T17:05:05+00:00
105478,10100000313,14594928.57,44,2024,2024-11-03T16:44:07+00:00,2024-11-03T16:44:07+00:00
109765,10100000313,13826921.54,47,2024,2024-11-20T11:37:48+00:00,2024-11-20T11:37:48+00:00
113972,10100000313,15146796.43,50,2024,2024-12-11T16:48:55+00:00,2024-12-11T16:48:55+00:00
118192,10100000313,18796912.54,51,2024,2024-12-18T12:32:38+00:00,2024-12-18T12:32:38+00:00
122407,10100000313,18856872.68,1,2025,2025-01-01T20:10:12+00:00,2025-01-01T20:10:12+00:00
126583,10100000313,12897777.60,3,2025,2025-01-15T21:05:21+00:00,2025-01-15T21:05:21+00:00
130858,10100000313,12897777.60,6,2025,2025-02-04T20:20:27+00:00,2025-02-04T20:20:27+00:00
135130,10100000313,11139240.28,10,2025,2025-03-03T17:22:44+00:00,2025-03-03T17:22:44+00:00
139632,10100000313,13499999.61,11,2025,2025-03-12T11:01:46+00:00,2025-03-12T11:01:46+00:00
144141,10100000313,15666666.23,13,2025,2025-03-26T16:27:00+00:00,2025-03-26T16:27:00+00:00
148625,10100000313,23828570.34,15,2025,2025-04-09T13:33:36+00:00,2025-04-09T13:33:36+00:00
153179,10100000313,21598236.03,17,2025,2025-04-23T12:04:52+00:00,2025-04-23T12:04:52+00:00
157644,10100000313,21277777.56,19,2025,2025-05-07T13:03:53+00:00,2025-05-07T13:03:53+00:00
162123,10100000313,19641025.64,21,2025,2025-05-21T19:47:38+00:00,2025-05-21T19:47:38+00:00
166646,10100000313,24909909.68,23,2025,2025-06-04T11:18:57+00:00,2025-06-04T11:18:57+00:00
171027,10100000313,23471311.47,25,2025,2025-06-18T11:53:41+00:00,2025-06-18T11:53:41+00:00
175606,10100000313,19407499.50,26,2025,2025-06-25T17:25:48+00:00,2025-06-25T17:25:48+00:00
180075,10100000313,20645740.22,28,2025,2025-07-09T13:03:06+00:00,2025-07-09T13:03:06+00:00
184511,10100000313,27851666.14,30,2025,2025-07-23T20:38:27+00:00,2025-07-23T20:38:27+00:00
188915,10100000313,27851666.14,32,2025,2025-08-06T13:24:02+00:00,2025-08-06T13:24:02+00:00
193320,10100000313,24087272.73,36,2025,2025-09-02T09:16:34+00:00,2025-09-02T09:16:34+00:00
197689,10100000313,20343744.55,37,2025,2025-09-10T21:54:18+00:00,2025-09-10T21:54:18+00:00
202208,10100000313,18205164.68,39,2025,2025-09-24T16:16:01+00:00,2025-09-24T16:16:01+00:00
206580,10100000313,21367249.50,43,2025,2025-10-22T17:32:36+00:00,2025-10-22T17:32:36+00:00
210619,10100000313,20573870.19,47,2025,2025-11-23T11:31:34+00:00,2025-11-23T11:31:34+00:00
214907,10100000313,22362499.94,51,2025,2025-12-20T14:24:29+00:00,2025-12-20T14:24:29+00:00
