id,item_id,price,week,year,date_created,date_updated
16803,80518901660,10000000.00,15,2024,2024-04-10T12:46:51+00:00,2024-04-10T12:46:51+00:00
21012,80518901660,10000000.00,16,2024,2024-04-17T11:30:14+00:00,2024-04-17T11:30:14+00:00
21013,80518901660,54687500.00,25,2025,2025-06-18T11:59:17+00:00,2025-06-18T11:59:17+00:00
