id,item_id,price,week,year,date_created,date_updated
778,64000320008,1.60,11,2024,2024-03-17T14:18:40+00:00,2024-03-17T14:18:40+00:00
7924,64000320008,2.17,13,2024,2024-03-25T15:25:29+00:00,2024-03-27T11:14:48+00:00
12296,64000320008,2.17,14,2024,2024-04-03T10:46:39+00:00,2024-04-03T10:46:39+00:00
16508,64000320008,2.11,15,2024,2024-04-10T12:46:30+00:00,2024-04-10T12:46:30+00:00
20717,64000320008,2.11,16,2024,2024-04-17T11:29:52+00:00,2024-04-17T11:29:52+00:00
24888,64000320008,1.49,17,2024,2024-04-24T19:30:17+00:00,2024-04-24T19:30:17+00:00
29063,64000320008,1.49,18,2024,2024-05-01T10:44:07+00:00,2024-05-01T10:44:07+00:00
33201,64000320008,1.63,19,2024,2024-05-08T18:05:26+00:00,2024-05-08T18:05:26+00:00
37341,64000320008,1.63,20,2024,2024-05-15T18:22:07+00:00,2024-05-15T18:22:07+00:00
41519,64000320008,1.80,21,2024,2024-05-22T14:14:03+00:00,2024-05-22T14:14:03+00:00
45675,64000320008,1.80,22,2024,2024-05-30T22:18:20+00:00,2024-05-30T22:18:20+00:00
49849,64000320008,170371.28,23,2024,2024-06-06T20:48:34+00:00,2024-06-06T20:48:34+00:00
54017,64000320008,170371.28,24,2024,2024-06-14T11:01:25+00:00,2024-06-14T11:01:25+00:00
58180,64000320008,131682.50,25,2024,2024-06-19T19:44:49+00:00,2024-06-19T19:44:49+00:00
62337,64000320008,131682.50,26,2024,2024-06-26T13:27:07+00:00,2024-06-26T13:27:07+00:00
66508,64000320008,47772.26,27,2024,2024-07-05T19:32:27+00:00,2024-07-05T19:32:27+00:00
70686,64000320008,47772.26,28,2024,2024-07-11T08:58:08+00:00,2024-07-11T08:58:08+00:00
74922,64000320008,202978.06,29,2024,2024-07-21T13:30:27+00:00,2024-07-21T13:30:27+00:00
79188,64000320008,202978.06,30,2024,2024-07-26T16:30:48+00:00,2024-07-26T16:30:48+00:00
83401,64000320008,144540.61,32,2024,2024-08-07T20:20:59+00:00,2024-08-09T14:33:41+00:00
87713,64000320008,337.19,35,2024,2024-08-30T14:17:53+00:00,2024-08-30T14:17:53+00:00
92050,64000320008,280112.24,37,2024,2024-09-11T14:24:42+00:00,2024-09-11T14:24:42+00:00
96369,64000320008,280112.24,38,2024,2024-09-18T15:02:50+00:00,2024-09-18T15:02:50+00:00
100671,64000320008,276386.00,39,2024,2024-09-25T12:14:13+00:00,2024-09-25T12:14:13+00:00
104922,64000320008,15987.31,41,2024,2024-10-11T17:10:39+00:00,2024-10-11T17:10:39+00:00
109202,64000320008,2.76,44,2024,2024-11-03T16:47:57+00:00,2024-11-03T16:47:57+00:00
113425,64000320008,2.91,47,2024,2024-11-20T11:42:15+00:00,2024-11-20T11:42:15+00:00
117622,64000320008,2.37,50,2024,2024-12-11T16:53:08+00:00,2024-12-11T16:53:08+00:00
121888,64000320008,37.93,51,2024,2024-12-18T12:36:56+00:00,2024-12-18T12:36:56+00:00
126049,64000320008,2.64,1,2025,2025-01-01T20:14:26+00:00,2025-01-01T20:14:26+00:00
139036,64000320008,1.35,10,2025,2025-03-03T17:27:04+00:00,2025-03-03T17:27:04+00:00
143558,64000320008,50.83,11,2025,2025-03-12T11:06:18+00:00,2025-03-12T11:06:18+00:00
148048,64000320008,80.81,13,2025,2025-03-26T16:31:23+00:00,2025-03-26T16:31:23+00:00
152577,64000320008,62.54,15,2025,2025-04-09T13:40:12+00:00,2025-04-09T13:40:12+00:00
157076,64000320008,1.59,17,2025,2025-04-23T12:09:12+00:00,2025-04-23T12:09:12+00:00
161547,64000320008,1.28,19,2025,2025-05-07T13:08:20+00:00,2025-05-07T13:08:20+00:00
166059,64000320008,4.13,21,2025,2025-05-21T19:52:07+00:00,2025-05-21T19:52:07+00:00
170489,64000320008,2.30,23,2025,2025-06-04T11:23:32+00:00,2025-06-04T11:23:32+00:00
174991,64000320008,1.81,25,2025,2025-06-18T11:58:42+00:00,2025-06-18T11:58:42+00:00
179496,64000320008,2.65,26,2025,2025-06-25T17:30:10+00:00,2025-06-25T17:30:10+00:00
183957,64000320008,2209.64,28,2025,2025-07-09T13:12:07+00:00,2025-07-09T13:12:07+00:00
188385,64000320008,333.52,30,2025,2025-07-23T20:42:45+00:00,2025-07-23T20:42:45+00:00
192789,64000320008,333.52,32,2025,2025-08-06T13:31:54+00:00,2025-08-06T13:31:54+00:00
192790,64000320008,324.72,36,2025,2025-09-02T09:21:15+00:00,2025-09-02T09:21:15+00:00
192791,64000320008,20810.29,37,2025,2025-09-10T22:01:11+00:00,2025-09-10T22:01:11+00:00
192792,64000320008,3973.68,39,2025,2025-09-24T16:20:23+00:00,2025-09-24T16:20:23+00:00
192793,64000320008,49730.43,43,2025,2025-10-22T17:36:34+00:00,2025-10-22T17:36:34+00:00
192794,64000320008,971.34,51,2025,2025-12-20T14:25:54+00:00,2025-12-20T14:25:54+00:00
